ResourceID,Geometric Place Expression,Archaeological Assessor,GridID,Place Name,Name Type,Archaeological Assessment Date,Heritage Place Function Type,Heritage Place Function Certainty,Heritage Place Function Sub-type,Heritage Place Function Sub-type Certainty,Site Feature Interpretation Type,Site Feature Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Interpretation Type,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Archaeological Assessment Acitivty Sub-type,Archaeological Assessment Acitivty Sub-type - ORIGINAL,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Driver Certainty,Remarks,Remark Type,Cultural Period Type,Cultural Period Sub-type,30m STRN Elevation,Aimag,Soum,Bag,NCCH_Reg
L7-302,POINT (89.61677569 49.19268164),,L7,L7-302,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,Khirigsuur,Circle Khirigsuur,Medium,,,,17,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,"'the type is not sure, could be also a simple mound without an outer ring'",General Description,Bronze Age,,2125,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-303,POINT (89.61851511 49.19284466),,L7,L7-303,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2136,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-304,POINT (89.61978781 49.19275614),,L7,L7-304,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,,,,,,,,2145,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-305,POINT (89.61825694 49.19305412),,L7,L7-305,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2144,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-306,POINT (89.61128583 49.19817936),,L7,L7-306,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2084,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-307,POINT (89.61503019 49.19949911),,L7,L7-307,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,,,,,,,,2088,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-308,POINT (89.61558742 49.19910258),,L7,L7-308,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,,,,,,,,2092,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-309,POINT (89.61585564 49.19936284),,L7,L7-309,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2090,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-310,POINT (89.60328683 49.2033774),,L7,L7-310,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2118,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-311,POINT (89.60607633 49.20340895),,L7,L7-311,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2115,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-312,POINT (89.59188096 49.23290597),,L7,L7-312,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2360,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-313,POINT (89.47156979 49.19107731),,L7,L7-313,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,Khirigsuur,Circle Khirigsuur,Definite,,,,16,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,Bronze Age,,2060,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-314,POINT (89.47166769 49.19095022),,L7,L7-314,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2058,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-315,POINT (89.47166635 49.19085469),,L7,L7-315,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2058,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-316,POINT (89.47161472 49.19068509),,L7,L7-316,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2057,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-317,POINT (89.47161405 49.19051418),,L7,L7-317,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2057,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-318,POINT (89.47171061 49.1898016),,L7,L7-318,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2056,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-319,POINT (89.47250052 49.18966312),,L7,L7-319,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2051,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-320,POINT (89.46069709 49.18686989),,L7,L7-320,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2210,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-321,POINT (89.46028537 49.18739055),,L7,L7-321,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2233,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-322,POINT (89.467397 49.19741271),,L7,L7-322,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Water Action,,,,,,2075,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-323,POINT (89.4696286 49.19852829),,L7,L7-323,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2086,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-324,POINT (89.46692225 49.20190468),,L7,L7-324,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2101,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-325,POINT (89.47338759 49.20566436),,L7,L7-325,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2138,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-326,POINT (89.47374835 49.206686),,L7,L7-326,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2145,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-327,POINT (89.47258159 49.20667023),,L7,L7-327,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2144,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-328,POINT (89.47607248 49.20967721),,L7,L7-328,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,Khirigsuur,Circle Khirigsuur,Definite,,,,22,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,2175,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-329,POINT (89.477254 49.21000751),,L7,L7-329,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2180,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-330,POINT (89.47849452 49.21071805),,L7,L7-330,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2192,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-331,POINT (89.48998592 49.17397948),,L7,L7-331,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2055,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-332,POINT (89.48761351 49.17381114),,L7,L7-332,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2033,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-333,POINT (89.44320225 49.22429411),,L7,L7-333,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2152,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-334,POINT (89.44360592 49.22434666),,L7,L7-334,MAPSS RS Number,2021-11-18,Funerary,Definite,Burial,Definite,,,Definite,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2155,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-335,POINT (89.44682783 49.26402797),,L7,L7-335,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,14,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,'remains of the Khirigsuur?',General Description,,,2338,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-336,POINT (89.62141267 49.19211217),,L7,L7-336,MAPSS RS Number,2021-11-18,Funerary,Low,Burial,Low,,,Low,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2147,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-337,POINT (89.61249497 49.19907503),,L7,L7-337,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,22,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Poor,,,,,,,,,,,Bronze Age,,2086,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-338,POINT (89.62225103 49.19214511),,L7,L7-338,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Very Bad,,,,,,Infrastructure/Transport,Occupational/Continued Use,,'seen only in Bing',General Description,,,2154,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-339,POINT (89.61402353 49.19846092),,L7,L7-339,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2091,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-340,POINT (89.61369361 49.19825936),,L7,L7-340,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2087,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-341,POINT (89.61342003 49.19909539),,L7,L7-341,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2086,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-342,POINT (89.61274539 49.19932147),,L7,L7-342,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2087,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-343,POINT (89.61265286 49.19860814),,L7,L7-343,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,'remains of the Khirigsuur?',General Description,,,2086,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-344,POINT (89.60205833 49.20793733),,L7,L7-344,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2157,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-345,POINT (89.58239819 49.25540792),,L7,L7-345,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2410,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-346,POINT (89.45701894 49.22213717),,L7,L7-346,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2211,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-347,POINT (89.45493489 49.22244461),,L7,L7-347,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,14,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2188,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-348,POINT (89.45693983 49.21548942),,L7,L7-348,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2139,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-349,POINT (89.45736631 49.21560856),,L7,L7-349,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2145,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-350,POINT (89.45812672 49.21598086),,L7,L7-350,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2159,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-351,POINT (89.46206689 49.20939011),,L7,L7-351,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,Khirigsuur,Circle Khirigsuur,High,,,,14,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,Bronze Age,,2117,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-352,POINT (89.46018397 49.20903964),,L7,L7-352,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2106,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-353,POINT (89.46027381 49.20891261),,L7,L7-353,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2103,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-354,POINT (89.46417272 49.21220017),,L7,L7-354,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2174,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-355,POINT (89.61698861 49.19293097),,L7,L7-355,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,Fair,,,,,,,,,,,,,2132,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-356,POINT (89.616251 49.19321142),,L7,L7-356,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,Fair,,,,,,,,,,,,,2134,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-357,POINT (89.61659567 49.19335164),,L7,L7-357,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,Fair,,,,,,,,,,,,,2136,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-358,POINT (89.59251972 49.208002),,L7,L7-358,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2189,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-359,POINT (89.57086175 49.22223556),,L7,L7-359,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2358,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-360,POINT (89.57051708 49.22201394),,L7,L7-360,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2356,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-361,POINT (89.57023275 49.222056),,L7,L7-361,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2362,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-362,POINT (89.57005572 49.22162503),,L7,L7-362,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2357,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-363,POINT (89.57771203 49.22353747),,L7,L7-363,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2367,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-364,POINT (89.57729897 49.22359878),,L7,L7-364,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2366,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-365,POINT (89.41981975 49.21099536),,L7,L7-365,MAPSS RS Number,2021-11-18,Architectural/Settlement,,Settlement/Habitation,,Campsite,Summer Camp,,,,,,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,,,,,,,,,,'A1',General Description,,,2448,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-366,POINT (89.44406719 49.22397531),,L7,L7-366,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Infrastructure/Transport,Road/Track,,'very blurry imagery to be sure',General Description,,,2146,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-367,POINT (89.44436622 49.22378033),,L7,L7-367,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,Infrastructure/Transport,Road/Track,,'very blurry imagery to be sure',General Description,,,2146,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-368,POINT (89.49919958 49.19217153),,L7,L7-368,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2194,Bajan-�lgij,Ulaanxus,Ulaanxus,
L7-369,POINT (89.59926642 49.29263261),,L7,L7-369,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2401,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-370,POINT (89.60130958 49.29276686),,L7,L7-370,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2390,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-371,POINT (89.60340842 49.29350244),,L7,L7-371,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2378,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-372,POINT (89.61319367 49.29289311),,L7,L7-372,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Maxar,Fair,,,,,,,,,,,,,2341,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-373,POINT (89.60229256 49.29417936),,L7,L7-373,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,10,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,Fair,,,,,,,,,,,,,2382,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-374,POINT (89.612403 49.29350333),,L7,L7-374,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,Fair,,,,,,,,,,,,,2342,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-375,POINT (89.60919028 49.28437331),,L7,L7-375,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Bing,Bing,Fair,,,,,,,,,,,,,2352,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-376,POINT (89.59630472 49.21443418),,L7,L7-376,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,11,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2192,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-377,POINT (89.5896704 49.21822566),,L7,L7-377,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,6,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Infrastructure/Transport,Road/Track,,,,,,2232,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-378,POINT (89.56328 49.224956),,L7,L7-378,MAPSS RS Number,2021-11-18,Funerary,Medium,Burial,Medium,,,Medium,,Mound,,8,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,,,,,,,,2430,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-379,POINT (89.58197472 49.25598562),,L7,L7-379,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,9,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2426,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-380,POINT (89.58115933 49.25588671),,L7,L7-380,MAPSS RS Number,2021-11-18,Funerary,Low,Burial,Low,,,Low,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2422,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-381,POINT (89.58269288 49.25679835),,L7,L7-381,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2444,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
L7-382,POINT (89.58342177 49.25707538),,L7,L7-382,MAPSS RS Number,2021-11-18,Funerary,High,Burial,High,,,High,,Mound,,7,,,,Archaeological Assessment (Image Interpretation),Google Earth,Google Earth,Fair,,,,,,Environmental (Natural),Erosion/Deterioration,,,,,,2454,Bajan-�lgij,Nogoonnuur,Nogoonnuur,
