ResourceID;Geometric Place Expression;Grid ID;Remote Sensing Object Name;Assessment Date;Remote Sensing Place Type;Remote Sensing Assessor;Name Type;Archaeological Assessment Activity Type;Heritage Place Function Sub-Type;Heritage Place Function Certainty;Remote Sensing Interpretation Type;Overall Archaeological Certainty;Heritage Feature Measurement Number;Heritage Feature Measurement Unit Type;Heritage Feature Dimension Type;Heritage Feature Measurement Source Type;Assessment Source;Overall Condition Assessment;Disturbance Type;Threat Driver Type;Threat Type;;Remark;Cultural Period Type;Elevation;Province;District;Sub-district;External Dataset Heritage Resource;;;
3314;POINT (93.38161592 48.95022233);M21;M21_157;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1065;Uvs;Zavkhan;Ajrag nuur;;;;
3315;POINT (93.3814255 48.95066886);M21;M21_158;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1063;Uvs;Zavkhan;Ajrag nuur;;;;
3316;POINT (93.38053764 48.95153136);M21;M21_159;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1056;Uvs;Zavkhan;Ajrag nuur;;;;
3317;POINT (93.39056644 48.94908319);M21;M21_160;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;10;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3318;POINT (93.39083464 48.94938089);M21;M21_161;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3319;POINT (93.39084003 48.94947072);M21;M21_162;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3320;POINT (93.39082661 48.94955);M21;M21_163;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1070;Uvs;Zavkhan;Ajrag nuur;;;;
3321;POINT (93.38353814 48.9517445);M21;M21_164;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1059;Uvs;Zavkhan;Ajrag nuur;;;;
3322;POINT (93.38303386 48.95245961);M21;M21_165;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1054;Uvs;Zavkhan;Ajrag nuur;;;;
3323;POINT (93.39876056 48.94280536);M21;M21_166;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Square/Rectangle Khirigsuur;medium;20;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1066;Uvs;Zavkhan;Ajrag nuur;;;;
3324;POINT (93.30821222 48.90982953);M21;M21_167;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1094;Uvs;Zavkhan;ÔøΩar bulag;;;;
3325;POINT (93.30871378 48.909484);M21;M21_168;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1093;Uvs;Zavkhan;ÔøΩar bulag;;;;
3326;POINT (93.30938703 48.90920194);M21;M21_169;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1090;Uvs;Zavkhan;ÔøΩar bulag;;;;
3327;POINT (93.29237378 48.90921075);M21;M21_170;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1099;Uvs;Zavkhan;ÔøΩar bulag;;;;
3328;POINT (93.29134247 48.90905825);M21;M21_171;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1093;Uvs;Zavkhan;ÔøΩar bulag;;;;
3329;POINT (93.29194597 48.90932975);M21;M21_172;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1100;Uvs;Zavkhan;ÔøΩar bulag;;;;
3330;POINT (93.29073092 48.90957831);M21;M21_173;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1096;Uvs;Zavkhan;ÔøΩar bulag;;;;
3331;POINT (93.291034 48.90949192);M21;M21_174;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1097;Uvs;Zavkhan;ÔøΩar bulag;;;;
3332;POINT (93.29354456 48.90827553);M21;M21_175;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1092;Uvs;Zavkhan;ÔøΩar bulag;;;;
3333;POINT (93.28415622 48.91351578);M21;M21_176;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1116;Uvs;Zavkhan;ÔøΩar bulag;;;;
3334;POINT (93.27913239 48.96135392);M21;M21_177;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1132;Uvs;Zavkhan;ÔøΩar bulag;;;;
3335;POINT (93.24913958 48.91518147);M21;M21_178;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1136;Uvs;Zavkhan;ÔøΩar bulag;;;;
3336;POINT (93.24876942 48.91520967);M21;M21_179;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1134;Uvs;Zavkhan;ÔøΩar bulag;;;;
3337;POINT (93.24848511 48.91568558);M21;M21_180;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1136;Uvs;Zavkhan;ÔøΩar bulag;;;;
3338;POINT (93.25085619 48.91564681);M21;M21_181;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1134;Uvs;Zavkhan;ÔøΩar bulag;;;;
3339;POINT (93.25101175 48.91612978);M21;M21_182;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1138;Uvs;Zavkhan;ÔøΩar bulag;;;;
3340;POINT (93.24969486 48.91615425);M21;M21_183;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1146;Uvs;Zavkhan;ÔøΩar bulag;;;;
3341;POINT (93.24766175 48.91652794);M21;M21_184;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1140;Uvs;Zavkhan;ÔøΩar bulag;;;;
3342;POINT (93.25147431 48.91565256);M21;M21_185;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;17;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1130;Uvs;Zavkhan;ÔøΩar bulag;;;;
3343;POINT (93.25175058 48.91567722);M21;M21_186;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1129;Uvs;Zavkhan;ÔøΩar bulag;;;;
3344;POINT (93.24865261 48.9145685);M21;M21_187;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1121;Uvs;Zavkhan;ÔøΩar bulag;;;;
3345;POINT (93.24903083 48.911756);M21;M21_188;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;11;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;Bronze Age;1109;Uvs;Zavkhan;ÔøΩar bulag;;;;
3346;POINT (93.14980781 48.87303431);M21;M21_190;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A2;;1038;Uvs;Zavkhan;ÔøΩar bulag;;;;
3347;POINT (93.19844358 48.87513717);M21;M21_191;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A1;;1033;Uvs;Zavkhan;ÔøΩar bulag;;;;
3348;POINT (93.20162664 48.87292675);M21;M21_192;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A2;;1036;Uvs;Zavkhan;ÔøΩar bulag;;;;
3349;POINT (93.22723958 48.91763644);M21;M21_193;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1129;Uvs;Zavkhan;ÔøΩar bulag;;;;
3350;POINT (93.22752658 48.9177845);M21;M21_194;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1129;Uvs;Zavkhan;ÔøΩar bulag;;;;
3351;POINT (93.22779214 48.91800483);M21;M21_195;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1129;Uvs;Zavkhan;ÔøΩar bulag;;;;
3352;POINT (93.24684667 48.91490039);M21;M21_196;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1121;Uvs;Zavkhan;ÔøΩar bulag;;;;
3353;POINT (93.24802531 48.91679053);M21;M21_197;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1142;Uvs;Zavkhan;ÔøΩar bulag;;;;
3354;POINT (93.27919736 48.92181317);M21;M21_198;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1172;Uvs;Zavkhan;ÔøΩar bulag;;;;
3355;POINT (93.2795615 48.92223081);M21;M21_199;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1173;Uvs;Zavkhan;ÔøΩar bulag;;;;
3356;POINT (93.29192958 48.92056186);M21;M21_200;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1173;Uvs;Zavkhan;ÔøΩar bulag;;;;
3357;POINT (93.29264936 48.91474261);M21;M21_201;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1144;Uvs;Zavkhan;ÔøΩar bulag;;;;
3358;POINT (93.29231139 48.91441122);M21;M21_202;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1143;Uvs;Zavkhan;ÔøΩar bulag;;;;
3359;POINT (93.29129753 48.91425608);M21;M21_203;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1140;Uvs;Zavkhan;ÔøΩar bulag;;;;
3360;POINT (93.29068597 48.91402342);M21;M21_204;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;9;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1136;Uvs;Zavkhan;ÔøΩar bulag;;;;
3361;POINT (93.29179106 48.91315439);M21;M21_205;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1132;Uvs;Zavkhan;ÔøΩar bulag;;;;
3362;POINT (93.28976867 48.9118605);M21;M21_206;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1120;Uvs;Zavkhan;ÔøΩar bulag;;;;
3363;POINT (93.28912492 48.91201036);M21;M21_207;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1120;Uvs;Zavkhan;ÔøΩar bulag;;;;
3364;POINT (93.28759875 48.91146917);M21;M21_208;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1109;Uvs;Zavkhan;ÔøΩar bulag;;;;
3365;POINT (93.28735736 48.91229592);M21;M21_209;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1118;Uvs;Zavkhan;ÔøΩar bulag;;;;
3366;POINT (93.29880914 48.91503728);M21;M21_210;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1134;Uvs;Zavkhan;ÔøΩar bulag;;;;
3367;POINT (93.29950919 48.91368881);M21;M21_211;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1128;Uvs;Zavkhan;ÔøΩar bulag;;;;
3368;POINT (93.30012342 48.91375578);M21;M21_212;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1129;Uvs;Zavkhan;ÔøΩar bulag;;;;
3369;POINT (93.299992 48.91269108);M21;M21_213;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1121;Uvs;Zavkhan;ÔøΩar bulag;;;;
3370;POINT (93.29899153 48.912506);M21;M21_214;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1124;Uvs;Zavkhan;ÔøΩar bulag;;;;
3371;POINT (93.29992761 48.91048228);M21;M21_215;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1107;Uvs;Zavkhan;ÔøΩar bulag;;;;
3372;POINT (93.29861333 48.91018964);M21;M21_216;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1106;Uvs;Zavkhan;ÔøΩar bulag;;;;
3373;POINT (93.30407453 48.90833006);M21;M21_217;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1090;Uvs;Zavkhan;ÔøΩar bulag;;;;
3374;POINT (93.30445003 48.90835472);M21;M21_218;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1089;Uvs;Zavkhan;ÔøΩar bulag;;;;
3375;POINT (93.30474239 48.90843231);M21;M21_219;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1088;Uvs;Zavkhan;ÔøΩar bulag;;;;
3376;POINT (93.29788811 48.90764444);M21;M21_220;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1088;Uvs;Zavkhan;ÔøΩar bulag;;;;
3377;POINT (93.29885906 48.90754044);M21;M21_221;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1087;Uvs;Zavkhan;ÔøΩar bulag;;;;
3378;POINT (93.29726583 48.90809047);M21;M21_222;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1088;Uvs;Zavkhan;ÔøΩar bulag;;;;
3379;POINT (93.29639681 48.90808694);M21;M21_223;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1087;Uvs;Zavkhan;ÔøΩar bulag;;;;
3380;POINT (93.29374142 48.90821036);M21;M21_224;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;5;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1092;Uvs;Zavkhan;ÔøΩar bulag;;;;
3381;POINT (93.29417325 48.90821564);M21;M21_225;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1092;Uvs;Zavkhan;ÔøΩar bulag;;;;
3382;POINT (93.29396403 48.90871983);M21;M21_226;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;6;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Bing;;;;;; ;;1097;Uvs;Zavkhan;ÔøΩar bulag;;;;
3383;POINT (93.29092694 48.88945219);M21;M21_227;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1035;Uvs;Zavkhan;ÔøΩar bulag;;;;
3384;POINT (93.27113475 48.88472733);M21;M21_228;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A2;;1034;Uvs;Zavkhan;ÔøΩar bulag;;;;
3385;POINT (93.26420167 48.88224628);M21;M21_229;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A1;;1032;Uvs;Zavkhan;ÔøΩar bulag;;;;
3386;POINT (93.20911097 48.94529722);M21;M21_230;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Maxar;;;;;;A0;;1140;Uvs;Zavkhan;ÔøΩar bulag;;;;
3387;POINT (93.20684453 48.95029064);M21;M21_231;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A0;;1150;Uvs;Zavkhan;ÔøΩar bulag;;;;
3388;POINT (93.22109386 48.94733967);M21;M21_232;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Settlement/Habitation;;Summer Camp;;;;;;Bing;;;;;;A0;;1143;Uvs;Zavkhan;ÔøΩar bulag;;;;
3389;POINT (93.29437217 49.11827714);M21;M21_233;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Circle Khirigsuur;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;Bronze Age;1057;Uvs;Zavkhan;ÔøΩar bulag;;;;
3390;POINT (93.29348703 49.11817706);M21;M21_234;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1054;Uvs;Zavkhan;ÔøΩar bulag;;;;
3391;POINT (93.29415222 49.11844214);M21;M21_235;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1056;Uvs;Zavkhan;ÔøΩar bulag;;;;
3392;POINT (93.29373111 49.11821392);M21;M21_236;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1055;Uvs;Zavkhan;ÔøΩar bulag;;;;
3393;POINT (93.29466722 49.11858786);M21;M21_237;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1056;Uvs;Zavkhan;ÔøΩar bulag;;;;
3394;POINT (93.29532167 49.11882836);M21;M21_238;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;7;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1052;Uvs;Zavkhan;ÔøΩar bulag;;;;
3395;POINT (93.29490325 49.11920931);M21;M21_239;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;3;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1050;Uvs;Zavkhan;ÔøΩar bulag;;;;
3396;POINT (93.296298 49.11918297);M21;M21_240;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;medium;8;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1052;Arkhangai;Ögii nuur;nuur;;;;
3397;POINT (93.29615317 49.11966394);M21;M21_241;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1048;Arkhangai;Ögii nuur;nuur;;;;
3398;POINT (93.29652331 49.11952);M21;M21_242;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;4;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1051;Arkhangai;Ögii nuur;nuur;;;;
3399;POINT (93.29714289 49.11972539);M21;M21_243;2021-11-11;;;MAPSS RS Number;Archaeological Assessment (Image Interpretation);Funerary;;Mound;low;2;Metres (m);Diameter;Satellite Imagery (Mosaic/Virtual Globe);Maxar;;;;;; ;;1048;Arkhangai;Ögii nuur;nuur;;;;
