ResourceID,Geometric Place Expression,Remote Sensing Assessor,Grid Square,Remote Sensing Object Name,Name Type,Remote Sensing Place Type,Assessment Date,Heritage Place Function Certainty,Heritage Place Function Sub-type,Remote Sensing Interpretation Type,Remote Sensing Interpretation Sub-type,Site Feature Interpretation Certainty,Site Feature Form Type,Site Feature Shape Type,Diameter,Length,Width,Central Mound Diameter,Archaeological Assessment Activity Type,Assessment Source,Overall Condition Assessment,Disturbance Cause Category,Disturbance Cause Type,Disturbance Cause Certainty,Damage Effect,Damage Effect Certainty,Threat Driver Type,Threat Type,Threat Probability,Remark,Remark Type,Cultural Period Type,30m SRTN Elevation,Aimag,Soum,Bag,Heritage Place Function Type
N13-046,POINT (91.2327404 48.83687042),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-046,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1440,Khovd,,,Funerary
N13-047,POINT (91.2300535 48.83617086),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-047,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,High,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,High,,,,1479,Khovd,,,Funerary
N13-048,POINT (91.20033596 48.83617218),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-048,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1552,Khovd,,,Architectural/Settlement
N13-049,POINT (91.18884672 48.83813667),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-049,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,5,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Erosion/Deterioration,Medium,,,,1568,Khovd,,,Funerary
N13-050,POINT (91.20215648 48.8344394),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-050,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,,,High,Mound,Circular,11,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Definite,Loss/Removal of Archaeological Material,Definite,,,,,,,1538,Khovd,,,Funerary
N13-051,POINT (91.22951818 48.83526574),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-051,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Vegetation/Crops/Trees,High,,,,1478,Khovd,,,Funerary
N13-052,POINT (91.23064538 48.83514657),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-052,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,11,,,5,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Vegetation/Crops/Trees,High,,,Bronze Age,1464,Khovd,,,Funerary
N13-053,POINT (91.23883282 48.83250707),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-053,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,,,,,,,1422,Khovd,,,Funerary
N13-054,POINT (91.19908543 48.83028173),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-054,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1553,Khovd,,,Architectural/Settlement
N13-055,POINT (91.1661407 48.83280864),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-055,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1780,Khovd,,,Architectural/Settlement
N13-056,POINT (91.12577882 48.82871584),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-056,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Campsite,,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1936,Khovd,,,Architectural/Settlement
N13-057,POINT (91.24167196 48.83035029),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-057,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Vegetation/Crops/Trees,High,,,,1401,Khovd,,,Funerary
N13-058,POINT (91.24157003 48.83025141),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-058,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Vegetation/Crops/Trees,High,,,,1401,Khovd,,,Funerary
N13-059,POINT (91.14774534 48.82573104),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-059,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1758,Khovd,,,Architectural/Settlement
N13-060,POINT (91.20256846 48.82532691),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-060,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,High,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,,1551,Khovd,,,Funerary
N13-061,POINT (91.20631014 48.82624161),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-061,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1530,Khovd,,,Architectural/Settlement
N13-062,POINT (91.19632382 48.82405427),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-062,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1582,Khovd,,,Architectural/Settlement
N13-063,POINT (91.16815526 48.82245787),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-063,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1715,Khovd,,,Architectural/Settlement
N13-064,POINT (91.20821663 48.81977003),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-064,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1541,Khovd,,,Architectural/Settlement
N13-065,POINT (91.21408051 48.81631902),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-065,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1525,Khovd,,,Architectural/Settlement
N13-066,POINT (91.21755387 48.81279761),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-066,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,High,,Circular,13,,,6,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,Bronze Age,1511,Khovd,,,Funerary
N13-067,POINT (91.21798705 48.81287003),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-067,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,,,High,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,,1509,Khovd,,,Funerary
N13-068,POINT (91.2132457 48.81133313),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-068,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,,1538,Khovd,,,Funerary
N13-069,POINT (91.16423101 48.81173851),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-069,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,High,Mound,Circular,14,,,,Archaeological Assessment (Image Interpretation),Maxar,Fair,,,,,,,,,,,,1653,Khovd,,,Funerary
N13-070,POINT (91.1342761 48.81366377),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-070,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,Winter Camp,Medium,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1724,Khovd,,,Architectural/Settlement
N13-071,POINT (91.12569772 48.81017851),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-071,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,Winter Camp,Medium,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A0""",General Description,,1735,Khovd,,,Architectural/Settlement
N13-072,POINT (91.23331852 48.80562008),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-072,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1464,Khovd,,,Architectural/Settlement
N13-073,POINT (91.2293457 48.80547907),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-073,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,High,Mound,Circular,12,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,,1477,Khovd,,,Funerary
N13-074,POINT (91.17489603 48.80607503),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-074,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Campsite,Winter Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1625,Khovd,,,Architectural/Settlement
N13-075,POINT (91.17489485 48.80553643),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-075,MAPSS RS Number,Site Feature,2022-05-02,Low,Burial,,,Low,Mound,Circular,8,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,"""could be also a modern feature belonging to the winter camp""",General Description,,1616,Khovd,,,Funerary
N13-076,POINT (91.17524756 48.80574841),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-076,MAPSS RS Number,Site Feature,2022-05-02,Low,Settlement/Habitation,,,Low,Mound,Circular,6,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,"""could be also a modern feature belonging""",General Description,,1618,Khovd,,,Funerary
N13-077,POINT (91.14865749 48.80627749),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-077,MAPSS RS Number,Site Feature,2022-05-02,Definite,Settlement/Habitation,,Walled Settlement,Medium,,rectangular,,84,56,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,"""the entrance in the South, imprint of another outer small building is on the east wall""",General Description,,1651,Khovd,,,Architectural/Settlement
N13-078,POINT (91.12627429 48.80405404),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-078,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,15,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,Definite,,,,1659,Khovd,,,Funerary
N13-079,POINT (91.1659894 48.80203783),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-079,MAPSS RS Number,Site Feature,2022-05-02,Medium,Settlement/Habitation,,,Medium,Mound,Circular,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,,,,1632,Khovd,,,Funerary
N13-080,POINT (91.17838389 48.80064567),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-080,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,Summer Camp,Medium,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1593,Khovd,,,Architectural/Settlement
N13-081,POINT (91.19373685 48.80149193),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-081,MAPSS RS Number,Site Feature,2022-05-02,Definite,Burial,Modern Cemetery,Kazakh Cemetery,Definite,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,Unknown,,,,,,,,,"""a modern Kazakh cemetary""",General Description,Modern,1587,Khovd,,,Funerary
N13-082,POINT (91.22625327 48.80285217),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-082,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,10,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,,1498,Khovd,,,Funerary
N13-083,POINT (91.22575036 48.80259954),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-083,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,,1506,Khovd,,,Funerary
N13-084,POINT (91.22691444 48.79929623),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-084,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,Medium,,Circular,11,,,4,Archaeological Assessment (Image Interpretation),Bing,Poor,Looting/Illegal Activities,Looting/Unauthorised Removal of Objects,Medium,Loss/Removal of Archaeological Material,Medium,Environmental (Natural),Erosion/Deterioration,High,,,Bronze Age,1509,Khovd,,,Funerary
N13-085,POINT (91.2253668 48.79902812),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-085,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Khirigsuur,Circle Khirigsuur,Medium,,Circular,16,,,6,Archaeological Assessment (Image Interpretation),Bing,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,Medium,,,Bronze Age,1519,Khovd,,,Funerary
N13-086,POINT (91.21526359 48.79819111),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-086,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,9,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Vegetation/Crops/Trees,Medium,,,,1547,Khovd,,,Funerary
N13-087,POINT (91.19770371 48.79961048),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-087,MAPSS RS Number,Site Feature,2022-05-02,Medium,Burial,,,Medium,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,High,,,,1579,Khovd,,,Funerary
N13-088,POINT (91.19876767 48.79965827),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-088,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,,,Medium,Mound,Circular,7,,,,Archaeological Assessment (Image Interpretation),Maxar,Poor,,,,,,Environmental (Natural),Erosion/Deterioration,Medium,"""could be also remains of some KH""",General Description,,1584,Khovd,,,Funerary
N13-089,POINT (91.17906953 48.7987263),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-089,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,Summer Camp,Medium,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1587,Khovd,,,Architectural/Settlement
N13-090,POINT (91.16424764 48.79797364),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-090,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1606,Khovd,,,Architectural/Settlement
N13-091,POINT (91.16722932 48.79923842),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-091,MAPSS RS Number,Site Feature,2022-05-02,High,Settlement/Habitation,Campsite,Summer Camp,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1""",General Description,,1609,Khovd,,,Architectural/Settlement
N13-092,POINT (91.14127359 48.79783205),"[{'resourceId': '84e8628e-c153-4a10-877a-e8498c64f9e5', 'ontologyProperty': '', 'resourceXresourceId': '', 'inverseOntologyProperty': ''}]""",N13,N13-092,MAPSS RS Number,Site Feature,2022-05-02,High,Burial,Walled Settlement,,High,,,,,,,Archaeological Assessment (Image Interpretation),Maxar,,,,,,,,,,"""A1, a small settlement""",General Description,,1633,Khovd,,,Architectural/Settlement
